image_id,width,height,source,x,y,w,h
2202_3008_7m,3872,640,bean,544.9039548022599,135.4396423248882,29.830508474576163,31.47540983606558
2202_3008_7m,3872,640,bean,579.7062146892656,124.9478390461997,27.841807909604427,40.05961251862891
2202_3008_7m,3872,640,bean,609.5367231638418,141.1624441132638,11.932203389830647,19.076005961251866
2202_3008_7m,3872,640,bean,648.316384180791,123.99403874813711,30.82485875706209,34.33681073025335
2202_3008_7m,3872,640,bean,688.090395480226,146.88524590163934,29.830508474576277,30.52160953800299
2202_3008_7m,3872,640,bean,778.5762711864406,145.93144560357675,23.864406779661067,30.521609538002963
2202_3008_7m,3872,640,bean,810.3954802259888,127.80923994038747,38.779661016949035,54.3666169895678
2202_3008_7m,3872,640,bean,938.6666666666667,130.67064083457527,34.802259887005675,45.782414307004444
2202_3008_7m,3872,640,bean,996.3389830508474,156.42324888226528,33.807909604519864,24.79880774962743
2202_3008_7m,3872,640,bean,1076.8813559322034,155.46944858420267,46.73446327683632,23.84500745156484
2202_3008_7m,3872,640,bean,1169.3559322033898,135.4396423248882,41.76271186440681,41.0134128166915
2202_3008_7m,3872,640,bean,1214.1016949152543,149.74664679582713,28.83615819209058,26.70640834575258
2202_3008_7m,3872,640,bean,1289.6723163841807,138.301043219076,24.858757062147106,34.33681073025335
2202_3008_7m,3872,640,bean,1317.5141242937852,140.20864381520119,18.892655367231782,44.828614008941884
2202_3008_7m,3872,640,bean,1449.7627118644068,137.34724292101342,25.85310734463269,26.706408345752607
2202_3008_7m,3872,640,bean,1526.3276836158193,157.37704918032787,36.7909604519773,20.029806259314455
2202_3008_7m,3872,640,bean,1632.723163841808,148.79284649776454,26.84745762711873,40.05961251862888
2202_3008_7m,3872,640,bean,1698.3502824858756,154.51564828614008,28.83615819209058,30.52160953800299
2202_3008_7m,3872,640,bean,1759.0056497175142,149.74664679582713,29.830508474576163,23.84500745156481
2202_3008_7m,3872,640,bean,1575.0508474576272,139.2548435171386,21.87570621468899,40.05961251862891
2202_3008_7m,3872,640,bean,1895.2316384180792,164.05365126676602,7.954802259886947,7.630402384500741
2202_3008_7m,3872,640,bean,1954.8926553672318,149.74664679582713,27.84180790960454,53.41281669150521
2202_3008_7m,3872,640,bean,2007.593220338983,150.70044709388972,27.84180790960454,36.244411326378525
2202_3008_7m,3872,640,bean,2048.361581920904,152.6080476900149,40.768361581920544,45.78241430700447
2202_3008_7m,3872,640,bean,2113.988700564972,161.19225037257823,21.875706214688762,35.290611028315965
2202_3008_7m,3872,640,bean,2220.3841807909603,153.5618479880775,18.892655367231782,21.93740685543966
2202_3008_7m,3872,640,bean,2269.107344632768,156.42324888226528,36.79096045197775,36.244411326378525
2202_3008_7m,3872,640,bean,2320.813559322034,158.33084947839046,30.824858757061975,41.01341281669153
2202_3008_7m,3872,640,bean,2364.5649717514125,156.42324888226528,42.75706214689262,27.660208643815224
2202_3008_7m,3872,640,bean,2425.2203389830506,164.05365126676602,20.881355932203405,14.307004470938892
2202_3008_7m,3872,640,bean,2497.80790960452,165.96125186289123,18.892655367231782,19.076005961251838
2202_3008_7m,3872,640,bean,2547.5254237288136,166.9150521609538,17.89830508474597,34.336810730253376
2202_3008_7m,3872,640,bean,2573.378531073446,163.09985096870344,26.84745762711873,32.42921013412817
2202_3008_7m,3872,640,bean,2615.141242937853,158.33084947839046,19.887005649717594,46.73621460506706
2202_3008_7m,3872,640,bean,2689.7175141242938,159.28464977645305,26.84745762711873,17.16840536512666
2202_3008_7m,3872,640,bean,2742.4180790960454,161.19225037257823,14.915254237288082,20.983606557377044
2202_3008_7m,3872,640,bean,2773.242937853107,185.9910581222057,32.81355932203451,34.33681073025332
2202_3008_7m,3872,640,bean,2815.005649717514,157.37704918032787,34.802259887005675,24.7988077496274
2202_3008_7m,3872,640,bean,2904.4971751412427,155.46944858420267,26.847457627119184,38.15201192250376
2202_3008_7m,3872,640,bean,3259.4802259887006,173.59165424739194,35.79661016949149,29.567809239940402
2202_3008_7m,3872,640,bean,3336.045197740113,173.59165424739194,55.683615819208626,18.122205663189277
2202_3008_7m,3872,640,bean,3457.35593220339,167.8688524590164,19.887005649717594,45.78241430700447
2202_3008_7m,3872,640,bean,3429.5141242937857,157.37704918032787,29.83050847457571,41.0134128166915
2202_3008_7m,3872,640,bean,3525.9661016949153,202.20566318926973,29.830508474576163,16.2146050670641
2202_3008_7m,3872,640,bean,3556.7909604519773,158.33084947839046,28.836158192090807,38.15201192250373
2202_3008_7m,3872,640,bean,3613.468926553672,181.2220566318927,41.762711864407265,27.660208643815196
2202_3008_7m,3872,640,bean,3195.8418079096045,524.5901639344263,26.84745762711873,28.614008941877728
2202_3008_7m,3872,640,bean,3268.4293785310733,520.7749627421758,46.73446327683632,29.567809239940402
2202_3008_7m,3872,640,bean,337.08474576271186,479.76154992548436,70.59887005649716,35.29061102831588
2202_3008_7m,3872,640,bean,430.5536723163842,476.90014903129656,31.819209039547957,45.7824143070045
2202_3008_7m,3872,640,bean,470.32768361581924,471.177347242921,23.864406779660953,45.7824143070045
2202_3008_7m,3872,640,bean,546.8926553672317,477.8539493293591,34.802259887005675,41.013412816691584
2202_3008_7m,3872,640,bean,581.6949152542373,462.5931445603577,33.80790960451975,53.4128166915051
2202_3008_7m,3872,640,bean,630.4180790960453,491.2071535022355,23.86440677966084,26.70640834575255
2202_3008_7m,3872,640,bean,653.2881355932203,486.43815201192245,27.84180790960454,49.597615499254914
2202_3008_7m,3872,640,bean,730.8474576271186,483.5767511177347,19.887005649717594,22.89120715350225
2202_3008_7m,3872,640,bean,772.6101694915254,480.7153502235469,13.92090395480227,17.168405365126716
2202_3008_7m,3872,640,bean,835.2542372881356,471.177347242921,28.836158192090352,52.45901639344265
2202_3008_7m,3872,640,bean,874.0338983050848,486.43815201192245,21.875706214689217,47.69001490312968
2202_3008_7m,3872,640,bean,964.5197740112994,484.53055141579733,32.813559322033825,47.69001490312968
2202_3008_7m,3872,640,bean,1059.9774011299435,487.39195230998513,27.84180790960454,19.076005961251838
2202_3008_7m,3872,640,bean,1105.717514124294,480.7153502235469,20.881355932203178,29.567809239940402
2202_3008_7m,3872,640,bean,1146.4858757062148,483.5767511177347,33.80790960451964,31.475409836065523
2202_3008_7m,3872,640,bean,1179.2994350282486,474.99254843517133,42.75706214689262,34.33681073025343
2202_3008_7m,3872,640,bean,1267.7966101694915,474.99254843517133,41.76271186440681,35.29061102831599
2202_3008_7m,3872,640,bean,1300.6101694915255,496.929955290611,45.740112994350284,41.01341281669147
2202_3008_7m,3872,640,bean,1393.0847457627117,490.2533532041729,27.841807909604768,23.845007451564754
2202_3008_7m,3872,640,bean,1627.7514124293784,499.7913561847988,25.853107344632917,27.660208643815167
2202_3008_7m,3872,640,bean,2100.0677966101694,507.4217585692995,37.78531073446311,34.33681073025332
2202_3008_7m,3872,640,bean,3763.6158192090393,160.23845007451567,27.84180790960454,48.64381520119224
2202_3008_7m,3872,640,bean,3843.1638418079096,174.54545454545453,23.86440677966084,29.567809239940374
2202_3008_7m,3872,640,bean,3688.045197740113,175.49925484351715,41.762711864406356,28.614008941877756
2202_3008_7m,3872,640,bean,1345.35593220339,154.51564828614008,28.836158192090124,16.21460506706407
2202_3008_7m,3872,640,bean,1458.7118644067796,491.2071535022355,37.78531073446334,38.15201192250373
2202_3008_7m,3872,640,bean,1498.4858757062145,478.80774962742174,46.73446327683632,34.336810730253376
2202_3008_7m,3872,640,bean,1644.6553672316384,495.02235469448584,27.841807909604768,31.47540983606558
2202_3008_7m,3872,640,bean,1760.9943502824858,477.8539493293591,43.75141242937843,32.4292101341282
2202_3008_7m,3872,640,bean,1832.587570621469,491.2071535022355,25.85310734463269,37.19821162444117
2202_3008_7m,3872,640,bean,1910.146892655367,486.43815201192245,33.807909604519864,49.597615499254914
2202_3008_7m,3872,640,bean,1960.8587570621467,489.29955290611025,22.870056497175256,47.69001490312968
