filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
2201_1007_6m.png,5265135,{},134,0,"{""name"":""rect"",""x"":713,""y"":127,""width"":45,""height"":63}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,1,"{""name"":""rect"",""x"":765,""y"":134,""width"":28,""height"":30}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,2,"{""name"":""rect"",""x"":799,""y"":146,""width"":33,""height"":29}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,3,"{""name"":""rect"",""x"":831,""y"":129,""width"":36,""height"":55}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,4,"{""name"":""rect"",""x"":874,""y"":146,""width"":48,""height"":40}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,5,"{""name"":""rect"",""x"":940,""y"":128,""width"":35,""height"":57}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,6,"{""name"":""rect"",""x"":964,""y"":133,""width"":52,""height"":30}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,7,"{""name"":""rect"",""x"":971,""y"":160,""width"":48,""height"":26}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,8,"{""name"":""rect"",""x"":1037,""y"":144,""width"":34,""height"":57}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,9,"{""name"":""rect"",""x"":1018,""y"":137,""width"":22,""height"":62}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,10,"{""name"":""rect"",""x"":1078,""y"":146,""width"":36,""height"":50}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,11,"{""name"":""rect"",""x"":1138,""y"":145,""width"":41,""height"":35}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,12,"{""name"":""rect"",""x"":1118,""y"":142,""width"":17,""height"":38}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,13,"{""name"":""rect"",""x"":1211,""y"":149,""width"":21,""height"":23}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,14,"{""name"":""rect"",""x"":1291,""y"":155,""width"":26,""height"":36}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,15,"{""name"":""rect"",""x"":1387,""y"":159,""width"":20,""height"":28}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,16,"{""name"":""rect"",""x"":1406,""y"":141,""width"":45,""height"":62}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,17,"{""name"":""rect"",""x"":1451,""y"":159,""width"":49,""height"":36}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,18,"{""name"":""rect"",""x"":1515,""y"":151,""width"":29,""height"":48}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,19,"{""name"":""rect"",""x"":1547,""y"":157,""width"":53,""height"":44}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,20,"{""name"":""rect"",""x"":1631,""y"":152,""width"":33,""height"":47}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,21,"{""name"":""rect"",""x"":1671,""y"":142,""width"":44,""height"":52}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,22,"{""name"":""rect"",""x"":1714,""y"":153,""width"":22,""height"":48}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,23,"{""name"":""rect"",""x"":1728,""y"":177,""width"":52,""height"":20}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,24,"{""name"":""rect"",""x"":1782,""y"":159,""width"":35,""height"":37}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,25,"{""name"":""rect"",""x"":1817,""y"":146,""width"":32,""height"":57}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,26,"{""name"":""rect"",""x"":1873,""y"":151,""width"":53,""height"":40}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,27,"{""name"":""rect"",""x"":1915,""y"":164,""width"":27,""height"":45}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,28,"{""name"":""rect"",""x"":1943,""y"":149,""width"":24,""height"":68}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,29,"{""name"":""rect"",""x"":1952,""y"":172,""width"":49,""height"":42}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,30,"{""name"":""rect"",""x"":1979,""y"":151,""width"":24,""height"":23}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,31,"{""name"":""rect"",""x"":2012,""y"":160,""width"":19,""height"":43}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,32,"{""name"":""rect"",""x"":2050,""y"":166,""width"":36,""height"":36}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,33,"{""name"":""rect"",""x"":2030,""y"":165,""width"":20,""height"":40}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,34,"{""name"":""rect"",""x"":2103,""y"":186,""width"":19,""height"":27}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,35,"{""name"":""rect"",""x"":2124,""y"":172,""width"":36,""height"":40}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,36,"{""name"":""rect"",""x"":2180,""y"":175,""width"":32,""height"":25}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,37,"{""name"":""rect"",""x"":2229,""y"":176,""width"":34,""height"":43}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,38,"{""name"":""rect"",""x"":2280,""y"":174,""width"":28,""height"":52}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,39,"{""name"":""rect"",""x"":2333,""y"":160,""width"":37,""height"":29}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,40,"{""name"":""rect"",""x"":2394,""y"":163,""width"":39,""height"":60}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,41,"{""name"":""rect"",""x"":2481,""y"":197,""width"":29,""height"":24}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,42,"{""name"":""rect"",""x"":2521,""y"":182,""width"":50,""height"":33}","{""bean_1"":{""1_plant"":true}}"
2201_1007_6m.png,5265135,{},134,43,"{""name"":""rect"",""x"":2585,""y"":184,""width"":14,""height"":26}","{""bean_1"":{""1_plant"":true}}"
